datemissao;nudeputadoid;nulegislatura;numano;nummes;sgpartido;txnomeparlamentar;txtdescricao;txtdescricaoespecificacao;txtfornecedor;vlrdocumento
07/02/2018 00:00;3011;2015;2018;2;PPS;ALEX MANENTE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;170
07/02/2018 00:00;3011;2015;2018;2;PPS;ALEX MANENTE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;170
07/02/2018 00:00;3011;2015;2018;2;PPS;ALEX MANENTE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;170
08/02/2018 00:00;3011;2015;2018;2;PPS;ALEX MANENTE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;170
29/03/2018 00:00;2373;2015;2018;3;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;BAZAR E PAPELARIA LEBLON LTDA;6618
31/01/2018 00:00;2373;2015;2018;1;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Bazar e Papelaria Leblon Ltda - EPP;8069
28/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Bazar e Papelaria Leblon Ltda - EPP;981
27/04/2018 00:00;2373;2015;2018;4;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Bazar e Papelaria Leblon Ltda - EPP;8955
27/04/2018 00:00;2373;2015;2018;4;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Cassia Silva Lopez de Lima;1290
19/01/2018 00:00;2373;2015;2018;1;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;CASSIA SILVA LOPEZ DE LIMA - ME;88656
01/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;CASSIA SILVA LOPEZ DE LIMA - ME;75845
26/03/2018 00:00;2373;2015;2018;3;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Grafica Arte Relevo Ltda;170
08/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Kalunga Comercio e Industria Grafica Ltda;3168
24/05/2018 00:00;2373;2015;2018;5;DEM;ALEXANDRE LEITE;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;Kalunga Comercio e Industria Grafica Ltda;272
01/03/2018 00:00;2373;2015;2018;3;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO DOM ALIPIO DE PRESIDENTE EPITACIO LTDA;142
04/06/2018 00:00;2373;2015;2018;6;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;Auto Posto Isabella Luiziania Ltda.;115
06/06/2018 00:00;2373;2015;2018;6;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;Auto Posto Isabella Luiziania Ltda.;11003
16/05/2018 00:00;2373;2015;2018;5;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO J P LIDER LTDA;50
18/05/2018 00:00;2373;2015;2018;5;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO J P LIDER LTDA;11226
09/04/2018 00:00;2373;2015;2018;4;DEM;ALEXANDRE LEITE;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO LS COMERCIO DE DERIVADOS DE PETROLEO LTDA;100
19/03/2018 00:00;2373;2015;2018;3;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - GOL;-125217
24/01/2018 00:00;2373;2015;2018;1;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;152773
24/01/2018 00:00;2373;2015;2018;1;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;67593
07/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;56293
16/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;815
09/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;103617
23/02/2018 00:00;2373;2015;2018;2;DEM;ALEXANDRE LEITE;Emissão Bilhete Aéreo;;Cia Aérea - TAM;185117
30/05/2018 00:00;3085;2015;2018;5;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ADM OFFICE;4000
30/03/2018 00:00;3085;2015;2018;3;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ADM OFFICE CENTRO E NEGOCIOS E APOIO OPERACIONAL A EMPRESAS EIRELI;4000
02/05/2018 00:00;3085;2015;2018;4;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ADM OFFICE CENTRO E NEGOCIOS E APOIO OPERACIONAL A EMPRESAS EIRELI;4000
15/02/2018 00:00;3085;2015;2018;1;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ADM. OFFICE;4000
15/03/2018 00:00;3085;2015;2018;2;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ADM. OFFICE;4000
02/02/2018 00:00;3085;2015;2018;2;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;8728
04/04/2018 00:00;3085;2015;2018;4;PT;ANA PERUGINI;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP;8728
14/07/2009 00:00;1956;2015;2009;7;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BARRETOS LTDA;805
25/07/2009 00:00;1956;2015;2009;7;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BELA CINTRA LTDA;50
25/10/2009 00:00;1956;2015;2009;10;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BOA NOVA LTDA;100
14/08/2009 00:00;1956;2015;2009;8;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BRASIL LTDA;30
10/08/2009 00:00;1956;2015;2009;8;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO BUCHAMAS LTDA;43
08/11/2009 00:00;1956;2015;2009;11;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO CIPO LTDA;7219
23/04/2009 00:00;1956;2015;2009;4;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO COMARIS LTDA;20
04/04/2009 00:00;1956;2015;2009;4;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO EIXINHO;12601
02/11/2009 00:00;1956;2015;2009;11;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO F. L 1 LTDA;50
05/03/2009 00:00;1956;2015;2009;3;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GALENA LTDA;30
22/05/2009 00:00;1956;2015;2009;5;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GALENA LTDA;10
26/08/2009 00:00;1956;2015;2009;8;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GASOL;1363
06/10/2009 00:00;1956;2015;2009;10;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO GASOL;1567
15/10/2009 00:00;1956;2015;2009;10;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO HAVAI LTDA;109
26/09/2009 00:00;1956;2015;2009;9;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO HUNGRIA LTDA;3002
11/06/2009 00:00;1956;2015;2009;6;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IBERICO LTDA;10703
23/08/2009 00:00;1956;2015;2009;8;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMIGRANTE LTDA;40
18/06/2009 00:00;1956;2015;2009;6;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPERIAL;20
18/06/2009 00:00;1956;2015;2009;6;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO IMPERIAL;14882
13/06/2009 00:00;1956;2015;2009;6;PSD;WALTER IHOSHI;COMBUSTÍVEIS E LUBRIFICANTES.;Veículos Automotores;AUTO POSTO ISEJIMA DO BRASIL LTDA;18
10/12/2009 00:00;1956;2015;2009;12;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;37862
14/12/2009 00:00;1956;2015;2009;12;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;-32862
28/10/2009 00:00;1956;2015;2009;10;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;47224
11/11/2009 00:00;1956;2015;2009;11;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;-8722
03/12/2009 00:00;1956;2015;2009;12;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;65724
09/09/2009 00:00;1956;2015;2009;9;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;31724
18/09/2009 00:00;1956;2015;2009;9;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;245
01/12/2009 00:00;1956;2015;2009;12;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;85724
10/12/2009 00:00;1956;2015;2009;12;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;-47862
21/07/2009 00:00;1956;2015;2009;7;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - GOL;79724
25/11/2009 00:00;1956;2015;2009;11;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - PASSAREDO;39142
25/11/2009 00:00;1956;2015;2009;11;PSD;WALTER IHOSHI;Emissão Bilhete Aéreo;;Cia Aérea - PASSAREDO;55762
25/11/2009 00:00;1955;2015;2009;11;PSD;guto;Emissão Bilhete Aéreo;;Cia Aérea - PASSAREDO;5
25/11/2009 00:00;1955;2015;2009;11;PSD;guto;Emissão Bilhete Aéreo;;Cia Aérea - PASSAREDO;4
25/11/2009 00:00;1955;2015;2009;11;PSD;guto;Emissão Bilhete Aéreo;;Cia Aérea - PASSAREDO;1
08/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;BLESS PAPELARIA E PRESENTES SOCIEDADE LTDA. - ME;94
26/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;C&D INFORMÁTICA LTDA.-EPP;2072
26/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;C&D INFORMÁTICA LTDA.-EPP;1036
15/12/2009 00:00;1958;2015;2009;12;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;COMERCIO E INDUSTRIA GRÁFICA LTDA.;4663
26/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;CORPORATIVA SUPRIMENTOS PARA ESCRITÓRIO LTDA. - ME;48
13/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;30693
13/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;28997
13/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;3528
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;37186
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;5629
14/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;44671
14/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;33471
14/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;4531
12/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;2822
12/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;287
12/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;258
16/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;35751
16/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;31519
16/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;4977
14/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;22187
14/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;31206
14/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;4659
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S.A;34348
13/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S/A;35966
13/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S/A;30129
13/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;ELETROPAULO METROPOLITANA ELETRICIDADE DE SP S/A;2859
18/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;FÁBIO JESUS DE OLIVEIRA - ME;20
06/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;FÁBIO JESUS DE OLIVEIRA - ME;120
26/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;FERNANDO BERNARDES CARDEAL PAPELARIA - EPP;33
21/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;FUJIOKA ELETRO IMAGEM S/A;3444
13/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;JIN SERVIÇOS E MATERIAIS PARA ESCRITÓRIO LTDA.;2508
03/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;JIN SERVIÇOS E MATERIAIS PARA ESCRITÓRIO LTDA.;1311
16/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;136
19/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;43674
24/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;2788
12/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;2744
10/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;236
21/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;KALUNGA COM. E IND. GRÁFICA LTDA.;445
21/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;LM FOTO DIGITAL LTDA. - EPP;78
09/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;LOJAS NIPON COMERCIAL LTDA.;104
08/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;MAXETRON SERV. INFORM. & REP. LTDA.;5265
03/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;MAXETRON SERV. INFORM. & REP. LTDA.;5265
13/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;MIMI EMBALAGENS LTDA. - ME;6148
08/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NET;379
09/09/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NET SÃO PAULO;11989
08/10/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NET SÃO PAULO;1578
09/11/2009 00:00;1958;2015;2009;11;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NET SÃO PAULO;1578
09/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NET SÃO PAULO;379
03/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;NEXTEL TELECOMUNICAÇÕES LTDA.;64604
01/04/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;69649
20/03/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;70918
20/03/2009 00:00;1958;2015;2009;4;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;9011
05/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;63049
05/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;64218
05/05/2009 00:00;1958;2015;2009;5;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;8161
24/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;63049
24/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;64218
24/06/2009 00:00;1958;2015;2009;6;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;8161
02/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;69949
02/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;71218
02/07/2009 00:00;1958;2015;2009;7;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;9041
01/08/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;69949
16/07/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;71218
16/07/2009 00:00;1958;2015;2009;8;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;9041
24/08/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;71149
24/08/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;72418
24/08/2009 00:00;1958;2015;2009;9;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;9191
23/09/2009 00:00;1958;2015;2009;10;PP;WILLIAM WOO;MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR;;OURO ASSOCIADOS SERVS. ESCRITORIO;71149
